source,speaker,token,syllable,vowel,onset,offset,srate,TM_ms,TD_ms,TM,TD,DeltaHeightMax,LaLagTM,LaLagTD
2015_06_23_19_M_08_1_002_sync,M08,kib.l,onset,ih,13.79255115,13.98019211,100,1391,1393,14,14,34,-201,-201
2015_06_23_19_M_08_1_002_sync,M08,kil.b,coda,ih,20.57847223,20.76306212,100,2070,2069,21,21,30,-93,-93
2015_06_23_19_M_08_1_002_sync,M08,kib.l,onset,ih,23.10195378,23.29417135,100,2324,2323,23,23,31,-78,-78
2015_06_23_19_M_08_1_002_sync,M08,cal.b,coda,ae,29.79495819,30.02836524,100,2990,2987,30,30,35,-51,-51
2015_06_23_19_M_08_1_002_sync,M08,tab.l,onset,ae,33.92591969,34.12118833,100,3406,3407,34,34,35,-9,-9
2015_06_23_19_M_08_1_002_sync,M08,til.b,coda,ih,36.11725719,36.29116833,100,3625,3620,36,36,28,83,82
2015_06_23_19_M_08_1_002_sync,M08,cab.l,onset,ae,38.21858808,38.41995887,100,3837,3832,38,38,31,74,73
2015_06_23_19_M_08_1_002_sync,M08,al.b,coda,ae,42.4883734,42.6775399,100,4258,4258,43,43,29,136,136
2015_06_23_19_M_08_1_003_sync,M08,il.b,coda,ih,7.914974857,8.101090284,100,799,803,8,8,28,-200,-200
2015_06_23_19_M_08_1_003_sync,M08,kib.l,onset,ih,11.94390143,12.12238918,100,1207,1205,12,12,28,-159,-160
2015_06_23_19_M_08_1_003_sync,M08,tal.b,coda,ae,17.98928668,18.16548612,100,1808,1814,18,18,31,-129,-129
2015_06_23_19_M_08_1_003_sync,M08,cal.b,coda,ae,20.05941444,20.26917568,100,2016,2012,20,20,33,-128,-129
2015_06_23_19_M_08_1_003_sync,M08,til.b,coda,ih,24.31016566,24.48560233,100,2442,2442,24,24,34,-96,-96
2015_06_23_19_M_08_1_003_sync,M08,cab.l,onset,ae,26.45657034,26.67014542,100,2659,2661,27,27,31,-44,-44
2015_06_23_19_M_08_1_003_sync,M08,kil.b,coda,ih,28.66607337,28.85371433,100,2878,2879,29,29,32,-32,-32
2015_06_23_19_M_08_1_003_sync,M08,al.b,coda,ae,30.68128195,30.89943364,100,3077,3086,31,31,32,-12,-11
2015_06_23_19_M_08_1_003_sync,M08,kib.l,onset,ih,36.65351185,36.82742299,100,3679,3677,37,37,30,68,68
2015_06_23_19_M_08_1_003_sync,M08,kib.l,onset,ih,38.68196289,38.89172413,100,3884,3884,39,39,30,88,88
2015_06_23_19_M_08_1_004_sync,M08,cab.l,onset,ae,5.31643733,5.51780812,100,538,543,5,5,40,-346,-346
2015_06_23_19_M_08_1_004_sync,M08,al.b,coda,ae,7.146081585,7.359656665,100,724,722,7,7,41,-338,-338
2015_06_23_19_M_08_1_004_sync,M08,kil.b,coda,ih,14.65218383,14.8108396,100,1474,1474,15,15,32,-173,-173
2015_06_23_19_M_08_1_004_sync,M08,kib.l,onset,ih,16.52122269,16.67530186,100,1664,1664,17,17,33,-164,-164
2015_06_23_19_M_08_1_004_sync,M08,til.b,coda,ih,18.6240789,18.77815806,100,1872,1871,19,19,38,-193,-193
2015_06_23_19_M_08_1_004_sync,M08,tab.l,onset,ae,20.87033547,21.05034875,100,2101,2099,21,21,30,-90,-90
2015_06_23_19_M_08_1_004_sync,M08,tal.b,coda,ae,26.85369548,27.04133644,100,2695,2697,27,27,40,-131,-130
2015_06_23_19_M_08_1_004_sync,M08,cal.b,coda,ae,31.21403843,31.3894751,100,3131,3133,31,31,36,-47,-47
2015_06_23_19_M_08_1_004_sync,M08,il.b,coda,ih,33.06906551,33.28569166,100,3322,3319,33,33,36,-28,-28
2015_06_23_19_M_08_1_004_sync,M08,tib.l,onset,ih,35.2726071,35.43278841,100,3541,3543,35,35,32,34,34
2015_06_23_19_M_08_1_005_sync,M08,tal.b,coda,ae,5.32589302,5.521161665,100,540,541,5,5,40,-346,-346
2015_06_23_19_M_08_1_005_sync,M08,til.b,coda,ih,9.048574691,9.190449565,100,913,912,9,9,32,-229,-229
2015_06_23_19_M_08_1_005_sync,M08,al.b,coda,ae,12.47086666,12.65850763,100,1256,1257,13,13,42,-294,-294
2015_06_23_19_M_08_1_005_sync,M08,tib.l,onset,ih,16.22696927,16.38562504,100,1636,1631,16,16,32,-156,-157
2015_06_23_19_M_08_1_005_sync,M08,kib.l,onset,ih,21.66377749,21.81938219,100,2178,2174,22,22,29,-72,-73
2015_06_23_19_M_08_1_005_sync,M08,il.b,coda,ih,23.47401287,23.67690919,100,2359,2357,24,24,34,-104,-104
2015_06_23_19_M_08_1_005_sync,M08,cab.l,onset,ae,27.64449754,27.86722584,100,2779,2783,28,28,41,-132,-132
2015_06_23_19_M_08_1_005_sync,M08,tab.l,onset,ae,30.02721946,30.24537115,100,3019,3024,30,30,39,-88,-88
2015_06_23_19_M_08_1_005_sync,M08,kil.b,coda,ih,33.85363763,34.03365091,100,3398,3397,34,34,41,-70,-70
2015_06_23_19_M_08_1_005_sync,M08,cal.b,coda,ae,35.88853725,36.08990804,100,3601,3600,36,36,32,40,40
2015_06_23_19_M_08_1_006_sync,M08,cal.b,coda,ae,3.126407986,3.329304312,100,320,323,3,3,34,-308,-308
2015_06_23_19_M_08_1_006_sync,M08,kil.b,coda,ih,5.155346106,5.347563678,100,523,526,5,5,33,-278,-277
2015_06_23_19_M_08_1_006_sync,M08,tab.l,onset,ae,7.130890394,7.333786721,100,727,725,7,7,32,-247,-248
2015_06_23_19_M_08_1_006_sync,M08,tal.b,coda,ae,13.08526502,13.2942635,100,1318,1320,13,13,33,-198,-198
2015_06_23_19_M_08_1_006_sync,M08,til.b,coda,ih,16.99142099,17.16380659,100,1711,1711,17,17,30,-129,-129
2015_06_23_19_M_08_1_006_sync,M08,kib.l,onset,ih,21.09437099,21.26675659,100,2124,2125,21,21,30,-88,-88
2015_06_23_19_M_08_1_006_sync,M08,kib.l,onset,ih,29.02664886,29.19598339,100,2916,2917,29,29,28,12,12
2015_06_23_19_M_08_1_006_sync,M08,cab.l,onset,ae,33.15844319,33.36133952,100,3330,3338,33,33,33,3,4
2015_06_23_19_M_08_1_006_sync,M08,al.b,coda,ae,35.23162191,35.42841609,100,3534,3533,35,35,36,-7,-7
2015_06_23_19_M_08_1_006_sync,M08,il.b,coda,ih,37.2924553,37.47704519,100,3742,3740,37,37,33,44,44
2015_06_23_19_M_08_1_007_sync,M08,al.b,coda,ae,2.490823396,2.699821867,100,256,259,3,3,35,-324,-324
2015_06_23_19_M_08_1_007_sync,M08,til.b,coda,ih,5.00667761,5.180588747,100,511,509,5,5,32,-269,-269
2015_06_23_19_M_08_1_007_sync,M08,tib.l,onset,ih,9.519716026,9.682948409,100,964,968,10,10,32,-224,-223
2015_06_23_19_M_08_1_007_sync,M08,tal.b,coda,ae,11.65544214,11.84613417,100,1173,1175,12,12,31,-193,-193
2015_06_23_19_M_08_1_007_sync,M08,cal.b,coda,ae,13.76523411,13.96965597,100,1385,1386,14,14,37,-232,-231
2015_06_23_19_M_08_1_007_sync,M08,kil.b,coda,ih,15.96322537,16.14323866,100,1607,1607,16,16,33,-169,-169
2015_06_23_19_M_08_1_007_sync,M08,il.b,coda,ih,20.08836697,20.29278884,100,2020,2018,20,20,22,-18,-18
2015_06_23_19_M_08_1_007_sync,M08,tab.l,onset,ae,30.2444309,30.44427616,100,3040,3039,30,30,37,-66,-66
2015_06_23_19_M_08_1_007_sync,M08,kib.l,onset,ih,38.62951276,38.80037282,100,3878,3876,39,39,33,58,58
2015_06_23_19_M_08_1_008_sync,M08,kib.l,onset,ih,3.364802088,3.550917515,100,349,354,3,4,30,-265,-265
2015_06_23_19_M_08_1_008_sync,M08,tib.l,onset,ih,5.391663301,5.567099974,100,551,551,6,6,32,-265,-265
2015_06_23_19_M_08_1_008_sync,M08,til.b,coda,ih,13.18747601,13.36291268,100,1329,1329,13,13,32,-187,-187
2015_06_23_19_M_08_1_008_sync,M08,kil.b,coda,ih,17.14785891,17.32787219,100,1725,1731,17,17,41,-238,-237
2015_06_23_19_M_08_1_008_sync,M08,al.b,coda,ae,19.17055388,19.38565449,100,1926,1928,19,19,41,-217,-217
2015_06_23_19_M_08_1_008_sync,M08,il.b,coda,ih,25.26818795,25.49854393,100,2540,2540,25,25,29,-36,-36
2015_06_23_19_M_08_1_008_sync,M08,tab.l,onset,ae,27.39850373,27.60292559,100,2756,2755,28,28,38,-104,-105
2015_06_23_19_M_08_1_008_sync,M08,cab.l,onset,ae,29.59746862,29.78663512,100,2973,2971,30,30,27,27,27
2015_06_23_19_M_08_1_008_sync,M08,tal.b,coda,ae,33.88264974,34.09012268,100,3398,3401,34,34,33,10,10
2015_06_23_19_M_08_1_008_sync,M08,cal.b,coda,ae,38.13634573,38.3621251,100,3825,3828,38,38,32,63,63
2015_06_23_19_M_08_1_009_sync,M08,til.b,coda,ih,5.111805115,5.281902411,100,521,521,5,5,37,-318,-318
2015_06_23_19_M_08_1_009_sync,M08,tib.l,onset,ih,7.213312128,7.390274337,100,735,728,7,7,33,-257,-257
2015_06_23_19_M_08_1_009_sync,M08,cal.b,coda,ae,16.11484549,16.33147164,100,1621,1624,16,16,33,-168,-168
2015_06_23_19_M_08_1_009_sync,M08,cab.l,onset,ae,18.33378363,18.53210334,100,1846,1846,18,18,44,-255,-255
2015_06_23_19_M_08_1_009_sync,M08,il.b,coda,ih,20.38629728,20.64106184,100,2052,2052,21,21,31,-105,-105
2015_06_23_19_M_08_1_009_sync,M08,kib.l,onset,ih,24.90918073,25.10597492,100,2505,2505,25,25,42,-170,-170
2015_06_23_19_M_08_1_009_sync,M08,tal.b,coda,ae,26.98083417,27.18220496,100,2706,2711,27,27,48,-209,-209
2015_06_23_19_M_08_1_009_sync,M08,tab.l,onset,ae,33.20716558,33.4390471,100,3330,3334,33,33,38,-47,-47
2015_06_23_19_M_08_1_009_sync,M08,al.b,coda,ae,39.35042567,39.57315397,100,3946,3952,39,40,36,35,35
2015_06_23_19_M_08_1_010_sync,M08,tab.l,onset,ae,3.051246398,3.248040579,100,317,320,3,3,34,-308,-308
2015_06_23_19_M_08_1_010_sync,M08,cab.l,onset,ae,5.066172799,5.29195217,100,514,520,5,5,36,-309,-308
2015_06_23_19_M_08_1_010_sync,M08,tal.b,coda,ae,7.035896948,7.232691129,100,711,713,7,7,35,-279,-279
2015_06_23_19_M_08_1_010_sync,M08,cal.b,coda,ae,9.076347133,9.282294531,100,916,918,9,9,34,-248,-248
2015_06_23_19_M_08_1_010_sync,M08,al.b,coda,ae,11.0456483,11.28820857,100,1115,1118,11,11,38,-269,-268
2015_06_23_19_M_08_1_010_sync,M08,kib.l,onset,ih,23.05563401,23.21886639,100,2319,2324,23,23,35,-118,-118
2015_06_23_19_M_08_1_010_sync,M08,til.b,coda,ih,25.64859765,25.82403432,100,2576,2574,26,26,31,-52,-53
2015_06_23_19_M_08_1_010_sync,M08,kil.b,coda,ih,27.70208537,27.87294544,100,2781,2781,28,28,34,-62,-62
2015_06_23_19_M_08_1_010_sync,M08,il.b,coda,ih,29.68816746,29.90937022,100,2982,2981,30,30,40,-102,-102
