source,speaker,token,syllable,vowel,onset,offset,TT,TM,TD,delTM,delTD
2015_06_23_19_M_08_1_006_sync,M08,til.b,coda,ih,16.99142099,17.16380659,1711,1711,1711,0,0
2015_06_23_19_M_08_1_006_sync,M08,kib.l,onset,ih,21.09437099,21.26675659,2122,2124,2125,-20,-30
2015_06_23_19_M_08_1_006_sync,M08,kib.l,onset,ih,29.02664886,29.19598339,2907,2916,2917,-90,-100
2015_06_23_19_M_08_1_006_sync,M08,cab.l,onset,ae,33.15844319,33.36133952,3321,3330,3338,-90,-170
2015_06_23_19_M_08_1_006_sync,M08,al.b,coda,ae,35.23162191,35.42841609,3537,3534,3533,30,40
2015_06_23_19_M_08_1_006_sync,M08,il.b,coda,ih,37.2924553,37.47704519,3746,3742,3740,40,60
2015_06_23_19_M_08_1_007_sync,M08,al.b,coda,ae,2.490823396,2.699821867,259,256,259,30,0
2015_06_23_19_M_08_1_007_sync,M08,til.b,coda,ih,5.00667761,5.180588747,510,511,509,-10,10
2015_06_23_19_M_08_1_007_sync,M08,tib.l,onset,ih,9.519716026,9.682948409,955,964,968,-90,-130
2015_06_23_19_M_08_1_007_sync,M08,tal.b,coda,ae,11.65544214,11.84613417,1173,1173,1175,0,-20
2015_06_23_19_M_08_1_007_sync,M08,cal.b,coda,ae,13.76523411,13.96965597,1386,1385,1386,10,0
2015_06_23_19_M_08_1_007_sync,M08,kil.b,coda,ih,15.96322537,16.14323866,1606,1607,1607,-10,-10
2015_06_23_19_M_08_1_007_sync,M08,il.b,coda,ih,20.08836697,20.29278884,2026,2020,2018,60,80
2015_06_23_19_M_08_1_007_sync,M08,tab.l,onset,ae,30.2444309,30.44427616,3030,3040,3039,-100,-90
2015_06_23_19_M_08_1_007_sync,M08,kib.l,onset,ih,38.62951276,38.80037282,3869,3878,3876,-90,-70
2015_06_23_19_M_08_1_008_sync,M08,kib.l,onset,ih,3.364802088,3.550917515,341,349,354,-80,-130
2015_06_23_19_M_08_1_008_sync,M08,tib.l,onset,ih,5.391663301,5.567099974,543,551,551,-80,-80
2015_06_23_19_M_08_1_008_sync,M08,til.b,coda,ih,13.18747601,13.36291268,1328,1329,1329,-10,-10
2015_06_23_19_M_08_1_008_sync,M08,kil.b,coda,ih,17.14785891,17.32787219,1725,1725,1731,0,-60
2015_06_23_19_M_08_1_008_sync,M08,al.b,coda,ae,19.17055388,19.38565449,1929,1926,1928,30,10
2015_06_23_19_M_08_1_008_sync,M08,il.b,coda,ih,25.26818795,25.49854393,2546,2540,2540,60,60
2015_06_23_19_M_08_1_008_sync,M08,tab.l,onset,ae,27.39850373,27.60292559,2746,2756,2755,-100,-90
2015_06_23_19_M_08_1_008_sync,M08,cab.l,onset,ae,29.59746862,29.78663512,2965,2973,2971,-80,-60
2015_06_23_19_M_08_1_008_sync,M08,tal.b,coda,ae,33.88264974,34.09012268,3398,3398,3401,0,-30
2015_06_23_19_M_08_1_008_sync,M08,cal.b,coda,ae,38.13634573,38.3621251,3825,3825,3828,0,-30
2015_06_23_19_M_08_1_009_sync,M08,til.b,coda,ih,5.111805115,5.281902411,520,521,521,-10,-10
2015_06_23_19_M_08_1_009_sync,M08,tib.l,onset,ih,7.213312128,7.390274337,725,735,728,-100,-30
2015_06_23_19_M_08_1_009_sync,M08,cal.b,coda,ae,16.11484549,16.33147164,1622,1621,1624,10,-20
2015_06_23_19_M_08_1_009_sync,M08,cab.l,onset,ae,18.33378363,18.53210334,1838,1846,1846,-80,-80
2015_06_23_19_M_08_1_009_sync,M08,il.b,coda,ih,20.38629728,20.64106184,2048,2052,2052,-40,-40
2015_06_23_19_M_08_1_009_sync,M08,kib.l,onset,ih,24.90918073,25.10597492,2497,2505,2505,-80,-80
2015_06_23_19_M_08_1_009_sync,M08,tal.b,coda,ae,26.98083417,27.18220496,2711,2706,2711,50,0
2015_06_23_19_M_08_1_009_sync,M08,tab.l,onset,ae,33.20716558,33.4390471,3327,3330,3334,-30,-70
2015_06_23_19_M_08_1_009_sync,M08,al.b,coda,ae,39.35042567,39.57315397,3952,3946,3952,60,0
2015_06_23_19_M_08_1_010_sync,M08,tab.l,onset,ae,3.051246398,3.248040579,308,317,320,-90,-120
2015_06_23_19_M_08_1_010_sync,M08,cab.l,onset,ae,5.066172799,5.29195217,510,514,520,-40,-100
2015_06_23_19_M_08_1_010_sync,M08,tal.b,coda,ae,7.035896948,7.232691129,711,711,713,0,-20
2015_06_23_19_M_08_1_010_sync,M08,cal.b,coda,ae,9.076347133,9.282294531,916,916,918,0,-20
2015_06_23_19_M_08_1_010_sync,M08,al.b,coda,ae,11.0456483,11.28820857,1116,1115,1118,10,-20
2015_06_23_19_M_08_1_010_sync,M08,kib.l,onset,ih,23.05563401,23.21886639,2317,2319,2324,-20,-70
2015_06_23_19_M_08_1_010_sync,M08,til.b,coda,ih,25.64859765,25.82403432,2574,2576,2574,-20,0
2015_06_23_19_M_08_1_010_sync,M08,kil.b,coda,ih,27.70208537,27.87294544,2779,2781,2781,-20,-20
2015_06_23_19_M_08_1_010_sync,M08,il.b,coda,ih,29.68816746,29.90937022,2982,2982,2981,0,10
