source,speaker,srate,token,syllable,vowel,onset,offset,DeltaHeightMin,DeltaHeightMax,LaDuration_v1,LaDuration,comments,,
2015_06_23_19_M_08_1_005_sync,M08,100,cal.b,coda,ae,35.88853725,36.08990804,11,32,210,210,,,
2015_06_23_19_M_08_1_006_sync,M08,100,cal.b,coda,ae,3.126407986,3.329304312,7,34,270,270,,,
2015_06_23_19_M_08_1_006_sync,M08,100,kil.b,coda,ih,5.155346106,5.347563678,10,33,230,230,,,
2015_06_23_19_M_08_1_006_sync,M08,100,tab.l,onset,ae,7.130890394,7.333786721,11,32,210,210,,,
2015_06_23_19_M_08_1_006_sync,M08,100,tal.b,coda,ae,13.08526502,13.2942635,10,33,230,230,,,
2015_06_23_19_M_08_1_006_sync,M08,100,til.b,coda,ih,16.99142099,17.16380659,6,30,240,240,,,
2015_06_23_19_M_08_1_006_sync,M08,100,kib.l,onset,ih,21.09437099,21.26675659,16,30,140,140,,,
2015_06_23_19_M_08_1_006_sync,M08,100,kib.l,onset,ih,29.02664886,29.19598339,8,28,200,200,,,
2015_06_23_19_M_08_1_006_sync,M08,100,cab.l,onset,ae,33.15844319,33.36133952,9,33,240,240,,,
2015_06_23_19_M_08_1_006_sync,M08,100,al.b,coda,ae,35.23162191,35.42841609,15,36,210,210,,,
2015_06_23_19_M_08_1_006_sync,M08,100,il.b,coda,ih,37.2924553,37.47704519,13,33,200,200,,,
2015_06_23_19_M_08_1_007_sync,M08,100,al.b,coda,ae,2.490823396,2.699821867,13,35,220,220,,,
2015_06_23_19_M_08_1_007_sync,M08,100,til.b,coda,ih,5.00667761,5.180588747,9,32,230,230,,,
2015_06_23_19_M_08_1_007_sync,M08,100,tib.l,onset,ih,9.519716026,9.682948409,13,32,190,190,,,
2015_06_23_19_M_08_1_007_sync,M08,100,tal.b,coda,ae,11.65544214,11.84613417,7,31,240,240,,,
2015_06_23_19_M_08_1_007_sync,M08,100,cal.b,coda,ae,13.76523411,13.96965597,8,37,290,290,,,
2015_06_23_19_M_08_1_007_sync,M08,100,kil.b,coda,ih,15.96322537,16.14323866,10,33,230,230,,,
2015_06_23_19_M_08_1_007_sync,M08,100,il.b,coda,ih,20.08836697,20.29278884,12,22,100,100,,,
2015_06_23_19_M_08_1_007_sync,M08,100,tab.l,onset,ae,30.2444309,30.44427616,9,37,280,280,,,
2015_06_23_19_M_08_1_007_sync,M08,100,kib.l,onset,ih,38.62951276,38.80037282,9,33,240,240,,,
2015_06_23_19_M_08_1_008_sync,M08,100,kib.l,onset,ih,3.364802088,3.550917515,12,30,180,180,,,
2015_06_23_19_M_08_1_008_sync,M08,100,tib.l,onset,ih,5.391663301,5.567099974,9,32,230,230,,,
2015_06_23_19_M_08_1_008_sync,M08,100,til.b,coda,ih,13.18747601,13.36291268,8,32,240,240,,,
2015_06_23_19_M_08_1_008_sync,M08,100,kil.b,coda,ih,17.14785891,17.32787219,12,41,290,290,,,
2015_06_23_19_M_08_1_008_sync,M08,100,al.b,coda,ae,19.17055388,19.38565449,16,41,250,250,,,
2015_06_23_19_M_08_1_008_sync,M08,100,il.b,coda,ih,25.26818795,25.49854393,16,29,130,130,,,
2015_06_23_19_M_08_1_008_sync,M08,100,tab.l,onset,ae,27.39850373,27.60292559,12,38,260,260,,,
2015_06_23_19_M_08_1_008_sync,M08,100,cab.l,onset,ae,29.59746862,29.78663512,9,27,180,180,,,
2015_06_23_19_M_08_1_008_sync,M08,100,tal.b,coda,ae,33.88264974,34.09012268,5,33,280,280,,,
2015_06_23_19_M_08_1_008_sync,M08,100,cal.b,coda,ae,38.13634573,38.3621251,12,32,200,200,,,
2015_06_23_19_M_08_1_009_sync,M08,100,til.b,coda,ih,5.111805115,5.281902411,12,37,250,250,,,
2015_06_23_19_M_08_1_009_sync,M08,100,tib.l,onset,ih,7.213312128,7.390274337,14,33,190,190,,,
2015_06_23_19_M_08_1_009_sync,M08,100,cal.b,coda,ae,16.11484549,16.33147164,10,33,230,230,,,
2015_06_23_19_M_08_1_009_sync,M08,100,cab.l,onset,ae,18.33378363,18.53210334,13,44,310,310,,,
2015_06_23_19_M_08_1_009_sync,M08,100,il.b,coda,ih,20.38629728,20.64106184,16,31,150,150,,,
2015_06_23_19_M_08_1_009_sync,M08,100,kib.l,onset,ih,24.90918073,25.10597492,12,42,300,300,,,
2015_06_23_19_M_08_1_009_sync,M08,100,tal.b,coda,ae,26.98083417,27.18220496,12,48,360,360,,,
2015_06_23_19_M_08_1_009_sync,M08,100,tab.l,onset,ae,33.20716558,33.4390471,13,38,250,250,,,
2015_06_23_19_M_08_1_009_sync,M08,100,al.b,coda,ae,39.35042567,39.57315397,15,36,210,210,,,
2015_06_23_19_M_08_1_010_sync,M08,100,tab.l,onset,ae,3.051246398,3.248040579,13,34,210,210,,,
2015_06_23_19_M_08_1_010_sync,M08,100,cab.l,onset,ae,5.066172799,5.29195217,13,36,230,230,,,
2015_06_23_19_M_08_1_010_sync,M08,100,tal.b,coda,ae,7.035896948,7.232691129,9,35,260,260,,,
2015_06_23_19_M_08_1_010_sync,M08,100,cal.b,coda,ae,9.076347133,9.282294531,11,34,230,230,,,
2015_06_23_19_M_08_1_010_sync,M08,100,al.b,coda,ae,11.0456483,11.28820857,13,38,250,250,,,
2015_06_23_19_M_08_1_010_sync,M08,100,kib.l,onset,ih,23.05563401,23.21886639,9,35,260,260,,,
2015_06_23_19_M_08_1_010_sync,M08,100,til.b,coda,ih,25.64859765,25.82403432,6,31,250,250,,,
2015_06_23_19_M_08_1_010_sync,M08,100,kil.b,coda,ih,27.70208537,27.87294544,6,34,280,280,,,
2015_06_23_19_M_08_1_010_sync,M08,100,il.b,coda,ih,29.68816746,29.90937022,15,40,250,250,,,
